tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20100614.0031,098f60af8f77d484aadd,"She took Scientology classes on parenting and finance and later traveled to Los Angeles for counseling, called ""auditing.""","[(0, 'She'), (1, 'took'), (2, 'Scientology'), (3, 'classes'), (4, 'on'), (5, 'parenting'), (6, 'and'), (7, 'finance'), (8, 'and'), (9, 'later'), (10, 'traveled'), (11, 'to'), (12, 'Los'), (13, 'Angeles'), (14, 'for'), (15, 'counseling'), (16, ','), (17, 'called'), (18, '``'), (19, 'auditing'), (20, '.'), (21, ""''"")]",0,0,12,13,,,,,
APW_ENG_20100209.1333,098f637935da32c021e1,"Their leader, Laura Silsby of Meridian, Idaho, told The Associated Press the day after their arrest that the children were obtained from orphanages and distant relatives.","[(0, 'Their'), (1, 'leader'), (2, ','), (3, 'Laura'), (4, 'Silsby'), (5, 'of'), (6, 'Meridian'), (7, ','), (8, 'Idaho'), (9, ','), (10, 'told'), (11, 'The'), (12, 'Associated'), (13, 'Press'), (14, 'the'), (15, 'day'), (16, 'after'), (17, 'their'), (18, 'arrest'), (19, 'that'), (20, 'the'), (21, 'children'), (22, 'were'), (23, 'obtained'), (24, 'from'), (25, 'orphanages'), (26, 'and'), (27, 'distant'), (28, 'relatives'), (29, '.')]",3,4,6,8,,,,,
APW_ENG_20101218.0150,098f60af8f1169546dce,"Knox, the 23-year-old from Seattle, was convicted last year of sexually assaulting and murdering her British roommate, Meredith Kercher, and sentenced to 26 years in prison.","[(0, 'Knox'), (1, ','), (2, 'the'), (3, '23-year-old'), (4, 'from'), (5, 'Seattle'), (6, ','), (7, 'was'), (8, 'convicted'), (9, 'last'), (10, 'year'), (11, 'of'), (12, 'sexually'), (13, 'assaulting'), (14, 'and'), (15, 'murdering'), (16, 'her'), (17, 'British'), (18, 'roommate'), (19, ','), (20, 'Meredith'), (21, 'Kercher'), (22, ','), (23, 'and'), (24, 'sentenced'), (25, 'to'), (26, '26'), (27, 'years'), (28, 'in'), (29, 'prison'), (30, '.')]",0,0,5,5,,,,,
XIN_ENG_20091103.0364,098f665fb9ea5734efa8,"Xie was the sister-in-law of Wen Qiang, formerly the second in command of the Chongqing police and director of the justice bureau before he was arrested.","[(0, 'Xie'), (1, 'was'), (2, 'the'), (3, 'sister-in-law'), (4, 'of'), (5, 'Wen'), (6, 'Qiang'), (7, ','), (8, 'formerly'), (9, 'the'), (10, 'second'), (11, 'in'), (12, 'command'), (13, 'of'), (14, 'the'), (15, 'Chongqing'), (16, 'police'), (17, 'and'), (18, 'director'), (19, 'of'), (20, 'the'), (21, 'justice'), (22, 'bureau'), (23, 'before'), (24, 'he'), (25, 'was'), (26, 'arrested'), (27, '.')]",24,24,15,15,,,,,
AFP_ENG_20071106.0157.LDC2009T13,098f60af8fe6b4f68dd0,"Police say they are tightening the noose around Matteo Messina Denaro, the high - flying playboy ""boss"" of Trapani in western Sicily who is a possible new leader.","[(0, 'Police'), (1, 'say'), (2, 'they'), (3, 'are'), (4, 'tightening'), (5, 'the'), (6, 'noose'), (7, 'around'), (8, 'Matteo'), (9, 'Messina'), (10, 'Denaro'), (11, ','), (12, 'the'), (13, 'high'), (14, '-'), (15, 'flying'), (16, 'playboy'), (17, '``'), (18, 'boss'), (19, ""''""), (20, 'of'), (21, 'Trapani'), (22, 'in'), (23, 'western'), (24, 'Sicily'), (25, 'who'), (26, 'is'), (27, 'a'), (28, 'possible'), (29, 'new'), (30, 'leader'), (31, '.')]",8,10,24,24,,,,,
AFP_ENG_20091202.0134,098f60af8fdbcc1a34c4,"Ghirga said a ""whiff of racism and anti-feminism"" hung over the probe launched after Kercher was found dead in her blood-drenched bedroom in the house she shared with Knox in the central Italian university town of Perugia.","[(0, 'Ghirga'), (1, 'said'), (2, 'a'), (3, '``'), (4, 'whiff'), (5, 'of'), (6, 'racism'), (7, 'and'), (8, 'anti-feminism'), (9, ""''""), (10, 'hung'), (11, 'over'), (12, 'the'), (13, 'probe'), (14, 'launched'), (15, 'after'), (16, 'Kercher'), (17, 'was'), (18, 'found'), (19, 'dead'), (20, 'in'), (21, 'her'), (22, 'blood-drenched'), (23, 'bedroom'), (24, 'in'), (25, 'the'), (26, 'house'), (27, 'she'), (28, 'shared'), (29, 'with'), (30, 'Knox'), (31, 'in'), (32, 'the'), (33, 'central'), (34, 'Italian'), (35, 'university'), (36, 'town'), (37, 'of'), (38, 'Perugia'), (39, '.')]",30,30,38,38,,,,,
APW_ENG_20101025.0618,098f60af8ff97b6f1de5,"Gonzalez is the brother of Patricia Gonzalez, who stepped down Oct. 3 as attorney general of the border state of Chihuahua.","[(0, 'Gonzalez'), (1, 'is'), (2, 'the'), (3, 'brother'), (4, 'of'), (5, 'Patricia'), (6, 'Gonzalez'), (7, ','), (8, 'who'), (9, 'stepped'), (10, 'down'), (11, 'Oct.'), (12, '3'), (13, 'as'), (14, 'attorney'), (15, 'general'), (16, 'of'), (17, 'the'), (18, 'border'), (19, 'state'), (20, 'of'), (21, 'Chihuahua'), (22, '.')]",5,6,21,21,,,,,
APW_ENG_20090713.0374,098f60af8fb264885ef8,"Sahidullah insisted it was not a ""prisoner swap ,"" adding one of the wives had helped her persuade Parad to free Vagni, telling him many militants and troops had died because of the abductions.","[(0, 'Sahidullah'), (1, 'insisted'), (2, 'it'), (3, 'was'), (4, 'not'), (5, 'a'), (6, '``'), (7, 'prisoner'), (8, 'swap'), (9, ','), (10, ""''""), (11, 'adding'), (12, 'one'), (13, 'of'), (14, 'the'), (15, 'wives'), (16, 'had'), (17, 'helped'), (18, 'her'), (19, 'persuade'), (20, 'Parad'), (21, 'to'), (22, 'free'), (23, 'Vagni'), (24, ','), (25, 'telling'), (26, 'him'), (27, 'many'), (28, 'militants'), (29, 'and'), (30, 'troops'), (31, 'had'), (32, 'died'), (33, 'because'), (34, 'of'), (35, 'the'), (36, 'abductions'), (37, '.')]",23,23,20,20,,,,,
APW_ENG_20091207.1016,098f60af8fdb22ddf0b8,State's Attorney David Cohen said it wasn't evident that Sandra Herold of Stamford had been deliberately reckless in handling the animal.,"[(0, 'State'), (1, ""'s""), (2, 'Attorney'), (3, 'David'), (4, 'Cohen'), (5, 'said'), (6, 'it'), (7, 'was'), (8, ""n't""), (9, 'evident'), (10, 'that'), (11, 'Sandra'), (12, 'Herold'), (13, 'of'), (14, 'Stamford'), (15, 'had'), (16, 'been'), (17, 'deliberately'), (18, 'reckless'), (19, 'in'), (20, 'handling'), (21, 'the'), (22, 'animal'), (23, '.')]",11,12,14,14,,,,,
eng-NG-31-142501-10053861,098f665fb944c10c39e1,"Mailer resided in Provincetown, Massachusetts, with his wife of 33 years, Norris Church Mailer, and maintained an apartment in Brooklyn, New York.","[(0, 'Mailer'), (1, 'resided'), (2, 'in'), (3, 'Provincetown'), (4, ','), (5, 'Massachusetts'), (6, ','), (7, 'with'), (8, 'his'), (9, 'wife'), (10, 'of'), (11, '33'), (12, 'years'), (13, ','), (14, 'Norris'), (15, 'Church'), (16, 'Mailer'), (17, ','), (18, 'and'), (19, 'maintained'), (20, 'an'), (21, 'apartment'), (22, 'in'), (23, 'Brooklyn'), (24, ','), (25, 'New'), (26, 'York'), (27, '.')]",14,16,3,3,,,,,
NYT_ENG_20100224.0092,098f60af8fa4c77ea4b4,"Raised in Queens, he moved to Connecticut in his late 20s after eight years working in Manhattan as an apprentice at a printer and as a store detective in Times Square - a job he said he hated.","[(0, 'Raised'), (1, 'in'), (2, 'Queens'), (3, ','), (4, 'he'), (5, 'moved'), (6, 'to'), (7, 'Connecticut'), (8, 'in'), (9, 'his'), (10, 'late'), (11, '20s'), (12, 'after'), (13, 'eight'), (14, 'years'), (15, 'working'), (16, 'in'), (17, 'Manhattan'), (18, 'as'), (19, 'an'), (20, 'apprentice'), (21, 'at'), (22, 'a'), (23, 'printer'), (24, 'and'), (25, 'as'), (26, 'a'), (27, 'store'), (28, 'detective'), (29, 'in'), (30, 'Times'), (31, 'Square'), (32, '--'), (33, 'a'), (34, 'job'), (35, 'he'), (36, 'said'), (37, 'he'), (38, 'hated'), (39, '.')]",35,35,2,2,,,,,
XIN_ENG_20100413.0430,098f60af8f62a6385f66,"Wen's wife Zhou Xiaoya and three senior Chongqing police officers - Huang Daiqiang, Zhao Liming and Chen Tao - will also receive their verdicts at the same court Wednesday afternoon.","[(0, 'Wen'), (1, ""'s""), (2, 'wife'), (3, 'Zhou'), (4, 'Xiaoya'), (5, 'and'), (6, 'three'), (7, 'senior'), (8, 'Chongqing'), (9, 'police'), (10, 'officers'), (11, '-'), (12, 'Huang'), (13, 'Daiqiang'), (14, ','), (15, 'Zhao'), (16, 'Liming'), (17, 'and'), (18, 'Chen'), (19, 'Tao'), (20, '-'), (21, 'will'), (22, 'also'), (23, 'receive'), (24, 'their'), (25, 'verdicts'), (26, 'at'), (27, 'the'), (28, 'same'), (29, 'court'), (30, 'Wednesday'), (31, 'afternoon'), (32, '.')]",18,19,8,8,,,,,
NYT_ENG_20101222.0015,098f60af8fbca1d3c514,"In August, Baldino, who lived in West Chester, Pa, had taken a leave of absence from his posts as Cephalon's chairman and chief executive.","[(0, 'In'), (1, 'August'), (2, ','), (3, 'Baldino'), (4, ','), (5, 'who'), (6, 'lived'), (7, 'in'), (8, 'West'), (9, 'Chester'), (10, ','), (11, 'Pa'), (12, ','), (13, 'had'), (14, 'taken'), (15, 'a'), (16, 'leave'), (17, 'of'), (18, 'absence'), (19, 'from'), (20, 'his'), (21, 'posts'), (22, 'as'), (23, 'Cephalon'), (24, ""'s""), (25, 'chairman'), (26, 'and'), (27, 'chief'), (28, 'executive'), (29, '.')]",3,3,8,9,,,,,
APW_ENG_20090620.0368,098f60af8f77b383de6a,"The 200-pound (90-kilogram) chimpanzee named Travis attacked Charla Nash of Stamford in February, ripping off her hands, nose, lips and eyelids.","[(0, 'The'), (1, '200-pound'), (2, '-LRB-'), (3, '90-kilogram'), (4, '-RRB-'), (5, 'chimpanzee'), (6, 'named'), (7, 'Travis'), (8, 'attacked'), (9, 'Charla'), (10, 'Nash'), (11, 'of'), (12, 'Stamford'), (13, 'in'), (14, 'February'), (15, ','), (16, 'ripping'), (17, 'off'), (18, 'her'), (19, 'hands'), (20, ','), (21, 'nose'), (22, ','), (23, 'lips'), (24, 'and'), (25, 'eyelids'), (26, '.')]",18,18,12,12,,,,,
AFP_ENG_20100201.0617,098f60af8fdfc4ff4d87,"Yue Cun was convicted of crimes including operating a range of illegal businesses and causing intentional injury in the huge municipality of Chongqing in southwestern China, the official China News Service said.","[(0, 'Yue'), (1, 'Cun'), (2, 'was'), (3, 'convicted'), (4, 'of'), (5, 'crimes'), (6, 'including'), (7, 'operating'), (8, 'a'), (9, 'range'), (10, 'of'), (11, 'illegal'), (12, 'businesses'), (13, 'and'), (14, 'causing'), (15, 'intentional'), (16, 'injury'), (17, 'in'), (18, 'the'), (19, 'huge'), (20, 'municipality'), (21, 'of'), (22, 'Chongqing'), (23, 'in'), (24, 'southwestern'), (25, 'China'), (26, ','), (27, 'the'), (28, 'official'), (29, 'China'), (30, 'News'), (31, 'Service'), (32, 'said'), (33, '.')]",1,1,22,22,,,,,
NYT_ENG_20100224.0092,098f60af8f31a060a73d,"Raised in Queens, he moved to Connecticut in his late 20s after eight years working in Manhattan as an apprentice at a printer and as a store detective in Times Square - a job he said he hated.","[(0, 'Raised'), (1, 'in'), (2, 'Queens'), (3, ','), (4, 'he'), (5, 'moved'), (6, 'to'), (7, 'Connecticut'), (8, 'in'), (9, 'his'), (10, 'late'), (11, '20s'), (12, 'after'), (13, 'eight'), (14, 'years'), (15, 'working'), (16, 'in'), (17, 'Manhattan'), (18, 'as'), (19, 'an'), (20, 'apprentice'), (21, 'at'), (22, 'a'), (23, 'printer'), (24, 'and'), (25, 'as'), (26, 'a'), (27, 'store'), (28, 'detective'), (29, 'in'), (30, 'Times'), (31, 'Square'), (32, '--'), (33, 'a'), (34, 'job'), (35, 'he'), (36, 'said'), (37, 'he'), (38, 'hated'), (39, '.')]",9,9,2,2,,,,,
NYT_ENG_20101222.0015,098f60af8f4c1cc76e9a,"In August, Baldino, who lived in West Chester, Pa., had taken a leave of absence from his posts as Cephalon's chairman and chief executive.","[(0, 'In'), (1, 'August'), (2, ','), (3, 'Baldino'), (4, ','), (5, 'who'), (6, 'lived'), (7, 'in'), (8, 'West'), (9, 'Chester'), (10, ','), (11, 'Pa.'), (12, ','), (13, 'had'), (14, 'taken'), (15, 'a'), (16, 'leave'), (17, 'of'), (18, 'absence'), (19, 'from'), (20, 'his'), (21, 'posts'), (22, 'as'), (23, 'Cephalon'), (24, ""'s""), (25, 'chairman'), (26, 'and'), (27, 'chief'), (28, 'executive'), (29, '.')]",3,3,8,9,,,,,
AFP_ENG_20091120.0043,098f60af8f9516570d35,"Kercher, from Coulsdon, south London, was found semi-nude in a pool of blood with her throat cut in the house in Perugia, a medieval walled city in central Italy, that she shared with Knox.","[(0, 'Kercher'), (1, ','), (2, 'from'), (3, 'Coulsdon'), (4, ','), (5, 'south'), (6, 'London'), (7, ','), (8, 'was'), (9, 'found'), (10, 'semi-nude'), (11, 'in'), (12, 'a'), (13, 'pool'), (14, 'of'), (15, 'blood'), (16, 'with'), (17, 'her'), (18, 'throat'), (19, 'cut'), (20, 'in'), (21, 'the'), (22, 'house'), (23, 'in'), (24, 'Perugia'), (25, ','), (26, 'a'), (27, 'medieval'), (28, 'walled'), (29, 'city'), (30, 'in'), (31, 'central'), (32, 'Italy'), (33, ','), (34, 'that'), (35, 'she'), (36, 'shared'), (37, 'with'), (38, 'Knox'), (39, '.')]",38,38,24,24,,,,,
APW_ENG_20100204.1310,098f60af8fcb3e44d7e0,"Adrien said he met the Baptists' leader, Laura Silsby of Meridian, Idaho, in Port-au-Prince on Jan 26.","[(0, 'Adrien'), (1, 'said'), (2, 'he'), (3, 'met'), (4, 'the'), (5, 'Baptists'), (6, ""'""), (7, 'leader'), (8, ','), (9, 'Laura'), (10, 'Silsby'), (11, 'of'), (12, 'Meridian'), (13, ','), (14, 'Idaho'), (15, ','), (16, 'in'), (17, 'Port-au-Prince'), (18, 'on'), (19, 'Jan'), (20, '26'), (21, '.')]",9,10,12,12,,,,,
AFP_ENG_20100124.0348,098f60af8fb7c09bc45e,"Wen Qiang, a former top judicial official in Chongqing municipality, will be tried on February 2, as the city of over 30 million seeks to wrap up scores of cases linking the government to organised crime, the China News Service said.","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, 'a'), (4, 'former'), (5, 'top'), (6, 'judicial'), (7, 'official'), (8, 'in'), (9, 'Chongqing'), (10, 'municipality'), (11, ','), (12, 'will'), (13, 'be'), (14, 'tried'), (15, 'on'), (16, 'February'), (17, '2'), (18, ','), (19, 'as'), (20, 'the'), (21, 'city'), (22, 'of'), (23, 'over'), (24, '30'), (25, 'million'), (26, 'seeks'), (27, 'to'), (28, 'wrap'), (29, 'up'), (30, 'scores'), (31, 'of'), (32, 'cases'), (33, 'linking'), (34, 'the'), (35, 'government'), (36, 'to'), (37, 'organised'), (38, 'crime'), (39, ','), (40, 'the'), (41, 'China'), (42, 'News'), (43, 'Service'), (44, 'said'), (45, '.')]",0,1,9,9,,,,,
NYT_ENG_20080417.0136.LDC2009T13,098f60af8f71119b0cf1,"One of the cases that prompted the hearing was that of Jamie Leigh Jones, a 22-year-old Texan, who alleges that she was drugged and gang raped by fellow contract workers while working for defense contractor Halliburton/KBR at Camp Hope in Baghdad.","[(0, 'One'), (1, 'of'), (2, 'the'), (3, 'cases'), (4, 'that'), (5, 'prompted'), (6, 'the'), (7, 'hearing'), (8, 'was'), (9, 'that'), (10, 'of'), (11, 'Jamie'), (12, 'Leigh'), (13, 'Jones'), (14, ','), (15, 'a'), (16, '22-year-old'), (17, 'Texan'), (18, ','), (19, 'who'), (20, 'alleges'), (21, 'that'), (22, 'she'), (23, 'was'), (24, 'drugged'), (25, 'and'), (26, 'gang'), (27, 'raped'), (28, 'by'), (29, 'fellow'), (30, 'contract'), (31, 'workers'), (32, 'while'), (33, 'working'), (34, 'for'), (35, 'defense'), (36, 'contractor'), (37, 'Halliburton/KBR'), (38, 'at'), (39, 'Camp'), (40, 'Hope'), (41, 'in'), (42, 'Baghdad'), (43, '.')]",11,13,42,42,,,,,
XIN_ENG_20100201.0380,098f60af8f4d21b47d40,"Wen Qiang , 55, former director of the Chongqing Municipal Judicial Bureau, was also accused of taking bribes, rape and owning huge amounts of money and assets he could not justify, heard the Chongqing Municipal No","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, '55'), (4, ','), (5, 'former'), (6, 'director'), (7, 'of'), (8, 'the'), (9, 'Chongqing'), (10, 'Municipal'), (11, 'Judicial'), (12, 'Bureau'), (13, ','), (14, 'was'), (15, 'also'), (16, 'accused'), (17, 'of'), (18, 'taking'), (19, 'bribes'), (20, ','), (21, 'rape'), (22, 'and'), (23, 'owning'), (24, 'huge'), (25, 'amounts'), (26, 'of'), (27, 'money'), (28, 'and'), (29, 'assets'), (30, 'he'), (31, 'could'), (32, 'not'), (33, 'justify'), (34, ','), (35, 'heard'), (36, 'the'), (37, 'Chongqing'), (38, 'Municipal'), (39, 'No')]",0,1,9,9,,,,,
NYT_ENG_20100730.0113,098f60af8f26823cf346,"Then in May, Samudio went back to Rio to find Souza, presumably, the police said, to prove to him the baby was his.","[(0, 'Then'), (1, 'in'), (2, 'May'), (3, ','), (4, 'Samudio'), (5, 'went'), (6, 'back'), (7, 'to'), (8, 'Rio'), (9, 'to'), (10, 'find'), (11, 'Souza'), (12, ','), (13, 'presumably'), (14, ','), (15, 'the'), (16, 'police'), (17, 'said'), (18, ','), (19, 'to'), (20, 'prove'), (21, 'to'), (22, 'him'), (23, 'the'), (24, 'baby'), (25, 'was'), (26, 'his'), (27, '.')]",22,22,8,8,,,,,
APW_ENG_20090624.0898,098f60af8fbe30aabe8e,"We were very frightened ,"" Paris resident Esther-Ethy Mamane told the New York Post.","[(0, 'We'), (1, 'were'), (2, 'very'), (3, 'frightened'), (4, ','), (5, ""''""), (6, 'Paris'), (7, 'resident'), (8, 'Esther-Ethy'), (9, 'Mamane'), (10, 'told'), (11, 'the'), (12, 'New'), (13, 'York'), (14, 'Post'), (15, '.')]",8,9,6,6,,,,,
XIN_ENG_20100311.0430,098f60af8f3d1df2bdfb,"Wen Qiang, former deputy police chief and head of the justice bureau of Chongqing, stood trial last month.","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, 'former'), (4, 'deputy'), (5, 'police'), (6, 'chief'), (7, 'and'), (8, 'head'), (9, 'of'), (10, 'the'), (11, 'justice'), (12, 'bureau'), (13, 'of'), (14, 'Chongqing'), (15, ','), (16, 'stood'), (17, 'trial'), (18, 'last'), (19, 'month'), (20, '.')]",0,1,14,14,,,,,
eng-NG-31-142265-10040705,098f60af8fe6639b7b58,Jamie Leigh Jones is testifying on Capitol Hill this afternoon.,"[(0, 'Jamie'), (1, 'Leigh'), (2, 'Jones'), (3, 'is'), (4, 'testifying'), (5, 'on'), (6, 'Capitol'), (7, 'Hill'), (8, 'this'), (9, 'afternoon'), (10, '.')]",0,2,6,7,,,,,
XIN_ENG_20100628.0368,098f60af8f02c217fe3d,"However, after receiving information from the police in Rio de Janeiro, Samudio has been missing since June 4.","[(0, 'However'), (1, ','), (2, 'after'), (3, 'receiving'), (4, 'information'), (5, 'from'), (6, 'the'), (7, 'police'), (8, 'in'), (9, 'Rio'), (10, 'de'), (11, 'Janeiro'), (12, ','), (13, 'Samudio'), (14, 'has'), (15, 'been'), (16, 'missing'), (17, 'since'), (18, 'June'), (19, '4'), (20, '.')]",13,13,9,11,,,,,
AFP_ENG_20100218.0829,098f60af8f4a3accae71,"Two other missionaries - group leader Laura Silsby and her confidante Charisa Coulter - remained behind in detention in Port-au-Prince because Saint-Vil wants to determine their motives for an earlier trip to Haiti before the quake, Fleurant said.","[(0, 'Two'), (1, 'other'), (2, 'missionaries'), (3, '--'), (4, 'group'), (5, 'leader'), (6, 'Laura'), (7, 'Silsby'), (8, 'and'), (9, 'her'), (10, 'confidante'), (11, 'Charisa'), (12, 'Coulter'), (13, '--'), (14, 'remained'), (15, 'behind'), (16, 'in'), (17, 'detention'), (18, 'in'), (19, 'Port-au-Prince'), (20, 'because'), (21, 'Saint-Vil'), (22, 'wants'), (23, 'to'), (24, 'determine'), (25, 'their'), (26, 'motives'), (27, 'for'), (28, 'an'), (29, 'earlier'), (30, 'trip'), (31, 'to'), (32, 'Haiti'), (33, 'before'), (34, 'the'), (35, 'quake'), (36, ','), (37, 'Fleurant'), (38, 'said'), (39, '.')]",4,7,16,19,,,,,
APW_ENG_20090826.0087,098f60af8f5d159f9d8b,"Daniels made the 60-mile trek from Oklahoma City every week to preach, even though the church had no regular congregation.","[(0, 'Daniels'), (1, 'made'), (2, 'the'), (3, '60-mile'), (4, 'trek'), (5, 'from'), (6, 'Oklahoma'), (7, 'City'), (8, 'every'), (9, 'week'), (10, 'to'), (11, 'preach'), (12, ','), (13, 'even'), (14, 'though'), (15, 'the'), (16, 'church'), (17, 'had'), (18, 'no'), (19, 'regular'), (20, 'congregation'), (21, '.')]",0,0,6,7,,,,,
AFP_ENG_20100517.0043,098f60af8f02d4f4cfbc,"Eight members of the Idaho-based Baptist group called New Life Children's Refuge were however released in February after charges were reduced, and a ninth was released in March, leaving Silsby alone languishing in a Port-au-Prince prison.","[(0, 'Eight'), (1, 'members'), (2, 'of'), (3, 'the'), (4, 'Idaho-based'), (5, 'Baptist'), (6, 'group'), (7, 'called'), (8, 'New'), (9, 'Life'), (10, 'Children'), (11, ""'s""), (12, 'Refuge'), (13, 'were'), (14, 'however'), (15, 'released'), (16, 'in'), (17, 'February'), (18, 'after'), (19, 'charges'), (20, 'were'), (21, 'reduced'), (22, ','), (23, 'and'), (24, 'a'), (25, 'ninth'), (26, 'was'), (27, 'released'), (28, 'in'), (29, 'March'), (30, ','), (31, 'leaving'), (32, 'Silsby'), (33, 'alone'), (34, 'languishing'), (35, 'in'), (36, 'a'), (37, 'Port-au-Prince'), (38, 'prison'), (39, '.')]",32,32,37,37,,,,,
eng-NG-31-108571-8988260,098f60af8f559a6ab41f,"He formed his own company, TAU, for a while, sold part to Trimble, left Trimble to start a GPS business line at Motorola (where he was also a VP), from there to Rand McNally in Chicago, and more recently to NavTeq.","[(0, 'He'), (1, 'formed'), (2, 'his'), (3, 'own'), (4, 'company'), (5, ','), (6, 'TAU'), (7, ','), (8, 'for'), (9, 'a'), (10, 'while'), (11, ','), (12, 'sold'), (13, 'part'), (14, 'to'), (15, 'Trimble'), (16, ','), (17, 'left'), (18, 'Trimble'), (19, 'to'), (20, 'start'), (21, 'a'), (22, 'GPS'), (23, 'business'), (24, 'line'), (25, 'at'), (26, 'Motorola'), (27, '-LRB-'), (28, 'where'), (29, 'he'), (30, 'was'), (31, 'also'), (32, 'a'), (33, 'VP'), (34, '-RRB-'), (35, ','), (36, 'from'), (37, 'there'), (38, 'to'), (39, 'Rand'), (40, 'McNally'), (41, 'in'), (42, 'Chicago'), (43, ','), (44, 'and'), (45, 'more'), (46, 'recently'), (47, 'to'), (48, 'NavTeq'), (49, '.')]",0,0,42,42,,,,,
APW_ENG_20090616.0636,098f60af8f6526caa5bc,"Messina Denaro has been trying to impose his power in Palermo, the Sicilian capital, and become the new head of the Sicilian Mafia, weakened by the arrest of Provenzano in April 2006.","[(0, 'Messina'), (1, 'Denaro'), (2, 'has'), (3, 'been'), (4, 'trying'), (5, 'to'), (6, 'impose'), (7, 'his'), (8, 'power'), (9, 'in'), (10, 'Palermo'), (11, ','), (12, 'the'), (13, 'Sicilian'), (14, 'capital'), (15, ','), (16, 'and'), (17, 'become'), (18, 'the'), (19, 'new'), (20, 'head'), (21, 'of'), (22, 'the'), (23, 'Sicilian'), (24, 'Mafia'), (25, ','), (26, 'weakened'), (27, 'by'), (28, 'the'), (29, 'arrest'), (30, 'of'), (31, 'Provenzano'), (32, 'in'), (33, 'April'), (34, '2006'), (35, '.')]",0,1,10,10,,,,,
APW_ENG_20091104.1533,098f6ae9c01ee9542e49,"The 200-pound (90-kilogram) chimpanzee named Travis went berserk in February when his owner, Sandra Herold, asked Nash to help lure him back into her house in Stamford.","[(0, 'The'), (1, '200-pound'), (2, '-LRB-'), (3, '90-kilogram'), (4, '-RRB-'), (5, 'chimpanzee'), (6, 'named'), (7, 'Travis'), (8, 'went'), (9, 'berserk'), (10, 'in'), (11, 'February'), (12, 'when'), (13, 'his'), (14, 'owner'), (15, ','), (16, 'Sandra'), (17, 'Herold'), (18, ','), (19, 'asked'), (20, 'Nash'), (21, 'to'), (22, 'help'), (23, 'lure'), (24, 'him'), (25, 'back'), (26, 'into'), (27, 'her'), (28, 'house'), (29, 'in'), (30, 'Stamford'), (31, '.')]",16,17,30,30,,,,,
AFP_ENG_20100514.0577,098f60af8f994f4559b4,"He greeted an aunt and uncle with a smile when they arrived at his Tripoli bedside on Thursday, a doctor said.","[(0, 'He'), (1, 'greeted'), (2, 'an'), (3, 'aunt'), (4, 'and'), (5, 'uncle'), (6, 'with'), (7, 'a'), (8, 'smile'), (9, 'when'), (10, 'they'), (11, 'arrived'), (12, 'at'), (13, 'his'), (14, 'Tripoli'), (15, 'bedside'), (16, 'on'), (17, 'Thursday'), (18, ','), (19, 'a'), (20, 'doctor'), (21, 'said'), (22, '.')]",0,0,14,14,,,,,
APW_ENG_20100203.1266,098f60af8fdddc2b9832,"He told the AP he met their leader, Laura Silsby of Boise, Idaho, at a school in Port-au-Prince two days earlier.","[(0, 'He'), (1, 'told'), (2, 'the'), (3, 'AP'), (4, 'he'), (5, 'met'), (6, 'their'), (7, 'leader'), (8, ','), (9, 'Laura'), (10, 'Silsby'), (11, 'of'), (12, 'Boise'), (13, ','), (14, 'Idaho'), (15, ','), (16, 'at'), (17, 'a'), (18, 'school'), (19, 'in'), (20, 'Port-au-Prince'), (21, 'two'), (22, 'days'), (23, 'earlier'), (24, '.')]",9,10,12,12,,,,,
APW_ENG_20100804.0872,098f60af8f4a2c85e6ed,"Police say the player arranged for Samudio to be kidnapped in June in Rio de Janeiro and driven 280 miles (450 kilometers) north to a rural property he owns in Minas Gerais state, where police say the woman was imprisoned, beaten and finally strangled to death by a former policeman and friend of Bruno's, Marcos Aparecido dos Santos.","[(0, 'Police'), (1, 'say'), (2, 'the'), (3, 'player'), (4, 'arranged'), (5, 'for'), (6, 'Samudio'), (7, 'to'), (8, 'be'), (9, 'kidnapped'), (10, 'in'), (11, 'June'), (12, 'in'), (13, 'Rio'), (14, 'de'), (15, 'Janeiro'), (16, 'and'), (17, 'driven'), (18, '280'), (19, 'miles'), (20, '-LRB-'), (21, '450'), (22, 'kilometers'), (23, '-RRB-'), (24, 'north'), (25, 'to'), (26, 'a'), (27, 'rural'), (28, 'property'), (29, 'he'), (30, 'owns'), (31, 'in'), (32, 'Minas'), (33, 'Gerais'), (34, 'state'), (35, ','), (36, 'where'), (37, 'police'), (38, 'say'), (39, 'the'), (40, 'woman'), (41, 'was'), (42, 'imprisoned'), (43, ','), (44, 'beaten'), (45, 'and'), (46, 'finally'), (47, 'strangled'), (48, 'to'), (49, 'death'), (50, 'by'), (51, 'a'), (52, 'former'), (53, 'policeman'), (54, 'and'), (55, 'friend'), (56, 'of'), (57, 'Bruno'), (58, ""'s""), (59, ','), (60, 'Marcos'), (61, 'Aparecido'), (62, 'dos'), (63, 'Santos'), (64, '.')]",6,6,13,15,,,,,
