tac_doc_id,tac_sentence_id,sentence,tac_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20070322.0012.LDC2009T13,61b3a0af8f72f027a5e0,Wilbert Gibson walked from his apartment to the grocery store earlier this week - that's what people do in New York City - and thought this must be what it's like to be a celebrity.,"['Wilbert', 'Gibson', 'walked', 'from', 'his', 'apartment', 'to', 'the', 'grocery', 'store', 'earlier', 'this', 'week', '--', 'that', ""'s"", 'what', 'people', 'do', 'in', 'New', 'York', 'City', '--', 'and', 'thought', 'this', 'must', 'be', 'what', 'it', ""'s"", 'like', 'to', 'be', 'a', 'celebrity', '.']",4,4,20,22,,,,,
NYT_ENG_20101128.0131,61b3a0af8f7a25e20005,"And David Carey, a longtime Conde Nast executive, departed to lead Hearst Magazines, displacing Cathleen P. Black, a publishing industry fixture for three decades and now the embattled choice of Mayor Michael R. Bloomberg to be the New York City schools chancellor.","['And', 'David', 'Carey', ',', 'a', 'longtime', 'Conde', 'Nast', 'executive', ',', 'departed', 'to', 'lead', 'Hearst', 'Magazines', ',', 'displacing', 'Cathleen', 'P.', 'Black', ',', 'a', 'publishing', 'industry', 'fixture', 'for', 'three', 'decades', 'and', 'now', 'the', 'embattled', 'choice', 'of', 'Mayor', 'Michael', 'R.', 'Bloomberg', 'to', 'be', 'the', 'New', 'York', 'City', 'schools', 'chancellor', '.']",17,19,41,43,,,,,
NYT_ENG_20070530.0028.LDC2009T13,61b3a0af8fb93a57b5fb,"After completing a master's in sociology in 1952, he taught sociology at Morgan State, worked for the Baltimore probation department and was director, successively, of two state human relations committees.","['After', 'completing', 'a', 'master', ""'s"", 'in', 'sociology', 'in', '1952', ',', 'he', 'taught', 'sociology', 'at', 'Morgan', 'State', ',', 'worked', 'for', 'the', 'Baltimore', 'probation', 'department', 'and', 'was', 'director', ',', 'successively', ',', 'of', 'two', 'state', 'human', 'relations', 'committees', '.']",10,10,20,20,,,,,
NYT_ENG_20100213.0158,61b3a0af8f7bd0958bc0,"Then his family moved to Plant City, where the young George was confronted by ""this civil war"" of segregation vs. integration.","['Then', 'his', 'family', 'moved', 'to', 'Plant', 'City', ',', 'where', 'the', 'young', 'George', 'was', 'confronted', 'by', '``', 'this', 'civil', 'war', ""''"", 'of', 'segregation', 'vs.', 'integration', '.']",1,1,5,6,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8f179cb56119,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","['After', 'the', 'war', ',', 'Herrera', 'worked', 'as', 'a', 'leather', 'artisan', 'in', 'Phoenix', ',', 'where', 'an', 'elementary', 'school', 'was', 'named', 'in', 'his', 'honor', ';', 'he', 'moved', 'to', 'nearby', 'Glendale', 'after', 'retiring', 'in', 'the', 'late', '1970s', '.']",23,23,11,11,,,,,
NYT_ENG_20070106.0216.LDC2009T13,61b3a0af8f5daab13155,"""You can buy diamonds cheaper from Blue Nile than you can from most brick-and-mortar stores, including mine ,"" said Jerry Robbins, the chief executive of Robbins Diamonds, a five-store chain in the greater Philadelphia area.","['``', 'You', 'can', 'buy', 'diamonds', 'cheaper', 'from', 'Blue', 'Nile', 'than', 'you', 'can', 'from', 'most', 'brick-and-mortar', 'stores', ',', 'including', 'mine', ',', ""''"", 'said', 'Jerry', 'Robbins', ',', 'the', 'chief', 'executive', 'of', 'Robbins', 'Diamonds', ',', 'a', 'five-store', 'chain', 'in', 'the', 'greater', 'Philadelphia', 'area', '.']",22,23,38,38,,,,,
NYT_ENG_20090926.0138,61b3a0af8fca9e838990,"Maloney, a Democrat who represents the East Side of Manhattan and part of Queens, dropped out of the race for the U.S. Senate this summer, saying she would not challenge Sen. Kirsten E. Gillibrand in a Democratic primary.","['Maloney', ',', 'a', 'Democrat', 'who', 'represents', 'the', 'East', 'Side', 'of', 'Manhattan', 'and', 'part', 'of', 'Queens', ',', 'dropped', 'out', 'of', 'the', 'race', 'for', 'the', 'U.S.', 'Senate', 'this', 'summer', ',', 'saying', 'she', 'would', 'not', 'challenge', 'Sen.', 'Kirsten', 'E.', 'Gillibrand', 'in', 'a', 'Democratic', 'primary', '.']",0,0,14,14,,,,,
NYT_ENG_20101204.0012,61b3a0af8f461f4fee1f,"The father of two Brooklyn public school children filed a lawsuit against state education officials Friday to stop Cathleen P. Black, a publishing executive, from becoming the next New York City schools chancellor.","['The', 'father', 'of', 'two', 'Brooklyn', 'public', 'school', 'children', 'filed', 'a', 'lawsuit', 'against', 'state', 'education', 'officials', 'Friday', 'to', 'stop', 'Cathleen', 'P.', 'Black', ',', 'a', 'publishing', 'executive', ',', 'from', 'becoming', 'the', 'next', 'New', 'York', 'City', 'schools', 'chancellor', '.']",18,20,30,32,,,,,
NYT_ENG_20071026.0056.LDC2009T13,61b3a0af8f1b5c1b12f1,"Two years later, she married Gunnar Forsberg, a young Swedish student, and moved to Stockholm.","['Two', 'years', 'later', ',', 'she', 'married', 'Gunnar', 'Forsberg', ',', 'a', 'young', 'Swedish', 'student', ',', 'and', 'moved', 'to', 'Stockholm', '.']",6,7,17,17,,,,,
AFP_ENG_20070829.0111.LDC2009T13,61b3a0af8f510c903c5a,"A Malawian social worker is set to visit the London home of pop star Madonna to assess the treatment of two-year-old David Banda whom she hopes to adopt, a government official said Monday.","['A', 'Malawian', 'social', 'worker', 'is', 'set', 'to', 'visit', 'the', 'London', 'home', 'of', 'pop', 'star', 'Madonna', 'to', 'assess', 'the', 'treatment', 'of', 'two-year-old', 'David', 'Banda', 'whom', 'she', 'hopes', 'to', 'adopt', ',', 'a', 'government', 'official', 'said', 'Monday', '.']",21,22,9,9,,,,,
eng-WL-11-174572-12946456,61b3a0af8f0514adf55f,"Cutrone, who moved to New York 23 years ago, lives and works in SoHo and has an 8-year-old daughter, Ava.","['Cutrone', ',', 'who', 'moved', 'to', 'New', 'York', '23', 'years', 'ago', ',', 'lives', 'and', 'works', 'in', 'SoHo', 'and', 'has', 'an', '8-year-old', 'daughter', ',', 'Ava', '.']",0,0,5,6,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8fd4ecf572db,"Easily re-elected for five more terms, Derounian, a Goldwater Republican from a Rockefeller state, suffered a narrow defeat when the Republicans lost Nassau County in the landslide victory of Lyndon B. Johnson over Barry Goldwater in the 1964 presidential election.","['Easily', 're-elected', 'for', 'five', 'more', 'terms', ',', 'Derounian', ',', 'a', 'Goldwater', 'Republican', 'from', 'a', 'Rockefeller', 'state', ',', 'suffered', 'a', 'narrow', 'defeat', 'when', 'the', 'Republicans', 'lost', 'Nassau', 'County', 'in', 'the', 'landslide', 'victory', 'of', 'Lyndon', 'B.', 'Johnson', 'over', 'Barry', 'Goldwater', 'in', 'the', '1964', 'presidential', 'election', '.']",7,7,25,26,,,,,
eng-WL-11-174584-12960601,61b3a0af8f2e8a109c01,"The Bachelor: Down to Three the 25-year-old advertising account manager from Williamstown, MA who currently lives in San Francisco, CA asked.","['The', 'Bachelor', ':', 'Down', 'to', 'Three', 'the', '25-year-old', 'advertising', 'account', 'manager', 'from', 'Williamstown', ',', 'MA', 'who', 'currently', 'lives', 'in', 'San', 'Francisco', ',', 'CA', 'asked', '.']",19,20,0,1,,,,,
NYT_ENG_20080407.0069.LDC2009T13,61b3a0af8f98d251252e,"TV-IDOL-JOHNS - ATLANTA - ""American Idol"" finalist Michael Johns moved to Los Angeles several years ago, but his heart is still in Atlanta.","['TV-IDOL-JOHNS', '--', 'ATLANTA', '--', '``', 'American', 'Idol', ""''"", 'finalist', 'Michael', 'Johns', 'moved', 'to', 'Los', 'Angeles', 'several', 'years', 'ago', ',', 'but', 'his', 'heart', 'is', 'still', 'in', 'Atlanta', '.']",20,20,2,2,,,,,
LTW_ENG_20080418.0026.LDC2009T13,61b3a0af8ffabe81d16b,"If he had waited at the Metro, would he have had his red balloon?","['If', 'he', 'had', 'waited', 'at', 'the', 'Metro', ',', 'would', 'he', 'have', 'had', 'his', 'red', 'balloon', '?']",12,12,6,6,,,,,
LTW_ENG_20080402.0021.LDC2009T13,61b3a0af8f679e187952,"She was a longtime Bethesda, Md., resident.","['She', 'was', 'a', 'longtime', 'Bethesda', ',', 'Md.', ',', 'resident', '.']",0,0,4,4,,,,,
NYT_ENG_20070524.0198.LDC2009T13,61b3a0af8f155e8a9dc0,"Philip Mayer Kaiser was born in Brooklyn, New York, on July 12 , 1913, the ninth of 10 children of Moishe Bear and Tema Kaiser.","['Philip', 'Mayer', 'Kaiser', 'was', 'born', 'in', 'Brooklyn', ',', 'New', 'York', ',', 'on', 'July', '12', ',', '1913', ',', 'the', 'ninth', 'of', '10', 'children', 'of', 'Moishe', 'Bear', 'and', 'Tema', 'Kaiser', '.']",26,27,6,6,,,,,
eng-NG-31-142091-8682876,61b3a0af8fc71a55d051,"Morgan, a worker in a plant that made World War II bombers and the mother of two small children, was returning to her home in Baltimore aboard a Greyhound bus in July 1944 after a visit to her mother in Gloucester County, Va. .","['Morgan', ',', 'a', 'worker', 'in', 'a', 'plant', 'that', 'made', 'World', 'War', 'II', 'bombers', 'and', 'the', 'mother', 'of', 'two', 'small', 'children', ',', 'was', 'returning', 'to', 'her', 'home', 'in', 'Baltimore', 'aboard', 'a', 'Greyhound', 'bus', 'in', 'July', '1944', 'after', 'a', 'visit', 'to', 'her', 'mother', 'in', 'Gloucester', 'County', ',', 'Va.', '.']",0,0,27,27,,,,,
APW_ENG_20071224.0712.LDC2009T13,61b3a0af8fd9e3562ce5,"Peterson died at his home in the Toronto suburb of Mississauga on Sunday, said Oliver Jones, a friend and jazz musician.","['Peterson', 'died', 'at', 'his', 'home', 'in', 'the', 'Toronto', 'suburb', 'of', 'Mississauga', 'on', 'Sunday', ',', 'said', 'Oliver', 'Jones', ',', 'a', 'friend', 'and', 'jazz', 'musician', '.']",0,0,10,10,,,,,
APW_ENG_20070614.1222.LDC2009T13,61b3a0af8f737d0afa92,"Born Dec. 21 , 1918, in St. Andrae, a small town northwest of Vienna, Waldheim studied law at Vienna University and attended the Consular Academy, the nation's top diplomatic school.","['Born', 'Dec.', '21', ',', '1918', ',', 'in', 'St.', 'Andrae', ',', 'a', 'small', 'town', 'northwest', 'of', 'Vienna', ',', 'Waldheim', 'studied', 'law', 'at', 'Vienna', 'University', 'and', 'attended', 'the', 'Consular', 'Academy', ',', 'the', 'nation', ""'s"", 'top', 'diplomatic', 'school', '.']",17,17,15,15,,,,,
NYT_ENG_20080414.0107.LDC2009T13,61b3a0af8f65a1cacced,"ATLANTA - Michael Johns, formerly of the Buckhead community in Atlanta, admits he had no clue he'd be going home last Thursday on ""American Idol.""","['ATLANTA', '--', 'Michael', 'Johns', ',', 'formerly', 'of', 'the', 'Buckhead', 'community', 'in', 'Atlanta', ',', 'admits', 'he', 'had', 'no', 'clue', 'he', ""'d"", 'be', 'going', 'home', 'last', 'Thursday', 'on', '``', 'American', 'Idol', '.', ""''""]",14,14,8,8,,,,,
AFP_ENG_20100616.0441,61b3a0af8fc2124ca13b,"TEHRAN, June 16 , 2010 (AFP) - Iran plans to construct a new nuclear reactor for radio-isotope production that is ""more powerful"" than its Tehran research facility, atomic chief Ali Akbar Salehi said.","['TEHRAN', ',', 'June', '16', ',', '2010', '-LRB-', 'AFP', '-RRB-', '-', 'Iran', 'plans', 'to', 'construct', 'a', 'new', 'nuclear', 'reactor', 'for', 'radio-isotope', 'production', 'that', 'is', '``', 'more', 'powerful', ""''"", 'than', 'its', 'Tehran', 'research', 'facility', ',', 'atomic', 'chief', 'Ali', 'Akbar', 'Salehi', 'said', '.']",35,37,0,0,,,,,
AFP_ENG_20091207.0178,61b3a0af8fc208f26b5f,"He moved to Barcelona in 1997, after turning down the opportunity to coach Milan, and won two Spanish titles in Catalonia before taking over the Dutch national team job.","['He', 'moved', 'to', 'Barcelona', 'in', '1997', ',', 'after', 'turning', 'down', 'the', 'opportunity', 'to', 'coach', 'Milan', ',', 'and', 'won', 'two', 'Spanish', 'titles', 'in', 'Catalonia', 'before', 'taking', 'over', 'the', 'Dutch', 'national', 'team', 'job', '.']",0,0,22,22,,,,,
LTW_ENG_20071016.0009.LDC2009T13,61b3a0af8fa43b7bcb06,"He eventually landed in St Paul, Minn, where he became a cosmetologist and hair stylist.","['He', 'eventually', 'landed', 'in', 'St', 'Paul', ',', 'Minn', ',', 'where', 'he', 'became', 'a', 'cosmetologist', 'and', 'hair', 'stylist', '.']",0,0,4,5,,,,,
APW_ENG_20080404.0656.LDC2009T13,61b3a0af8fe89ff89ede,"The Grammy-nominated artist aims to marry her fiance, fellow rapper Papoose, at the city's Rikers Island jail while she awaits her sentencing for shooting a friend she suspected of stealing $3,000 (euro1 ,930), lawyer Ivan Fisher said.","['The', 'Grammy-nominated', 'artist', 'aims', 'to', 'marry', 'her', 'fiance', ',', 'fellow', 'rapper', 'Papoose', ',', 'at', 'the', 'city', ""'s"", 'Rikers', 'Island', 'jail', 'while', 'she', 'awaits', 'her', 'sentencing', 'for', 'shooting', 'a', 'friend', 'she', 'suspected', 'of', 'stealing', '$', '3,000', '-LRB-', 'euro1', ',930', '-RRB-', ',', 'lawyer', 'Ivan', 'Fisher', 'said', '.']",6,6,17,18,,,,,
APW_ENG_20070401.0029.LDC2009T13,61b3a0af8f2f2685d7f7,"MIAMI 2007-04-01 00:08:05 UTC ""A lot of my Latin fans said ` Oh, you should do more songs in Spanish, '"" Beyonce said during a recent press conference in her hometown of Houston.","['MIAMI', '2007-04-01', '00:08:05', 'UTC', '``', 'A', 'lot', 'of', 'my', 'Latin', 'fans', 'said', '`', 'Oh', ',', 'you', 'should', 'do', 'more', 'songs', 'in', 'Spanish', ',', ""'"", ""''"", 'Beyonce', 'said', 'during', 'a', 'recent', 'press', 'conference', 'in', 'her', 'hometown', 'of', 'Houston', '.']",36,36,25,25,,,,,
eng-NG-31-126958-9171868,61b3a0af8f0710366b94,"Jefferson Joseph DeBlanc Sr. was born in Lockport, La., on Feb. 15 , 1921, and grew up in St. Martinville.","['Jefferson', 'Joseph', 'DeBlanc', 'Sr.', 'was', 'born', 'in', 'Lockport', ',', 'La.', ',', 'on', 'Feb.', '15', ',', '1921', ',', 'and', 'grew', 'up', 'in', 'St.', 'Martinville', '.']",0,3,21,22,,,,,
NYT_ENG_20080407.0128.LDC2009T13,61b3a0af8f17df2655a1,"A breakout star in the United Kingdom, where she won ""X Factor"" - a Cowell-produced talent contest - the 23-year-old London native boasts impressive stats.","['A', 'breakout', 'star', 'in', 'the', 'United', 'Kingdom', ',', 'where', 'she', 'won', '``', 'X', 'Factor', ""''"", '-', 'a', 'Cowell-produced', 'talent', 'contest', '-', 'the', '23-year-old', 'London', 'native', 'boasts', 'impressive', 'stats', '.']",17,17,23,23,,,,,
LTW_ENG_20070103.0149.LDC2009T13,61b3a0af8ff5ce1c65ed,"""When he was elected, Jerusalem was a divided city with a status unworthy of itself ,"" Olmert said in a statement eulogizing his former rival, whom he had once called ""probably the most famous mayor in the world.""","['``', 'When', 'he', 'was', 'elected', ',', 'Jerusalem', 'was', 'a', 'divided', 'city', 'with', 'a', 'status', 'unworthy', 'of', 'itself', ',', ""''"", 'Olmert', 'said', 'in', 'a', 'statement', 'eulogizing', 'his', 'former', 'rival', ',', 'whom', 'he', 'had', 'once', 'called', '``', 'probably', 'the', 'most', 'famous', 'mayor', 'in', 'the', 'world', '.', ""''""]",25,25,6,6,,,,,
LTW_ENG_20071113.0131.LDC2009T13,61b3a0af8f5826d820f0,"When he rode streetcars as a child in Shreveport, he often sat in the back but found that the conductors would exclude him by moving the ""blacks only"" sign behind him so he would be in the white section.","['When', 'he', 'rode', 'streetcars', 'as', 'a', 'child', 'in', 'Shreveport', ',', 'he', 'often', 'sat', 'in', 'the', 'back', 'but', 'found', 'that', 'the', 'conductors', 'would', 'exclude', 'him', 'by', 'moving', 'the', '``', 'blacks', 'only', ""''"", 'sign', 'behind', 'him', 'so', 'he', 'would', 'be', 'in', 'the', 'white', 'section', '.']",1,1,8,8,,,,,
XIN_ENG_20070910.0431.LDC2009T13,61b3a0af8f1daaf7845e,"Senior Superintendent Manuel Barcena, Zamboanga City police chief, declined to name the agent but said the identity of the agent was revealed to them by one of three suspects arrested for the bombing.","['Senior', 'Superintendent', 'Manuel', 'Barcena', ',', 'Zamboanga', 'City', 'police', 'chief', ',', 'declined', 'to', 'name', 'the', 'agent', 'but', 'said', 'the', 'identity', 'of', 'the', 'agent', 'was', 'revealed', 'to', 'them', 'by', 'one', 'of', 'three', 'suspects', 'arrested', 'for', 'the', 'bombing', '.']",2,3,5,6,,,,,
eng-WL-11-174611-12985283,61b3a0af8fd47004b9ef,Sandy had agreed to meet one of his attackers on a street corner in Sheepshead Bay.,"['Sandy', 'had', 'agreed', 'to', 'meet', 'one', 'of', 'his', 'attackers', 'on', 'a', 'street', 'corner', 'in', 'Sheepshead', 'Bay', '.']",7,7,14,15,,,,,
AFP_ENG_20070530.0369.LDC2009T13,61b3a0af8f22f09ebc60,"The FIA, motorsport's governing body, have launched an investigation into the circumstances of world champion Fernando Alonso's win in Monte Carlo amid allegations team-mate Lewis Hamilton, who finished second, was told not to challenge for the lead.","['The', 'FIA', ',', 'motorsport', ""'s"", 'governing', 'body', ',', 'have', 'launched', 'an', 'investigation', 'into', 'the', 'circumstances', 'of', 'world', 'champion', 'Fernando', 'Alonso', ""'s"", 'win', 'in', 'Monte', 'Carlo', 'amid', 'allegations', 'team-mate', 'Lewis', 'Hamilton', ',', 'who', 'finished', 'second', ',', 'was', 'told', 'not', 'to', 'challenge', 'for', 'the', 'lead', '.']",28,29,23,24,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8fefab3037ed,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","['After', 'the', 'war', ',', 'Herrera', 'worked', 'as', 'a', 'leather', 'artisan', 'in', 'Phoenix', ',', 'where', 'an', 'elementary', 'school', 'was', 'named', 'in', 'his', 'honor', ';', 'he', 'moved', 'to', 'nearby', 'Glendale', 'after', 'retiring', 'in', 'the', 'late', '1970s', '.']",20,20,11,11,,,,,
NYT_ENG_20070109.0332.LDC2009T13,61b3a0af8f5d8d5f637a,"She was 98 and lived in Long Island City, Queens.","['She', 'was', '98', 'and', 'lived', 'in', 'Long', 'Island', 'City', ',', 'Queens', '.']",0,0,6,8,,,,,
XIN_ENG_20070629.0069.LDC2009T13,61b3a0af8f75e9f60bb9,"Back in China, he spent most of his time in Shanghai, working in hospitals and institutes on blood-related diseases and molecular immunology.","['Back', 'in', 'China', ',', 'he', 'spent', 'most', 'of', 'his', 'time', 'in', 'Shanghai', ',', 'working', 'in', 'hospitals', 'and', 'institutes', 'on', 'blood-related', 'diseases', 'and', 'molecular', 'immunology', '.']",8,8,11,11,,,,,
LTW_ENG_20071009.0079.LDC2009T13,61b3a0af8f22461615db,"IT almost seems scripted that Fuller, the youngest of five kids raised in Clarkston, Wash., would move to Los Angeles.","['IT', 'almost', 'seems', 'scripted', 'that', 'Fuller', ',', 'the', 'youngest', 'of', 'five', 'kids', 'raised', 'in', 'Clarkston', ',', 'Wash.', ',', 'would', 'move', 'to', 'Los', 'Angeles', '.']",5,5,21,22,,,,,
eng-NG-31-142091-8682876,61b3a0af8f75c8cc7b0d,"Mrs. Morgan, a worker in a plant that made World War II bombers and the mother of two small children, was returning to her home in Baltimore aboard a Greyhound bus in July 1944 after a visit to her mother in Gloucester County, Va. .","['Mrs.', 'Morgan', ',', 'a', 'worker', 'in', 'a', 'plant', 'that', 'made', 'World', 'War', 'II', 'bombers', 'and', 'the', 'mother', 'of', 'two', 'small', 'children', ',', 'was', 'returning', 'to', 'her', 'home', 'in', 'Baltimore', 'aboard', 'a', 'Greyhound', 'bus', 'in', 'July', '1944', 'after', 'a', 'visit', 'to', 'her', 'mother', 'in', 'Gloucester', 'County', ',', 'Va.', '.']",1,1,28,28,,,,,
NYT_ENG_20071030.0031.LDC2009T13,61b3a0af8f0455fd82e9,"He was 79 and also had a home in East Berlin, Conn.","['He', 'was', '79', 'and', 'also', 'had', 'a', 'home', 'in', 'East', 'Berlin', ',', 'Conn', '.']",0,0,9,10,,,,,
NYT_ENG_20070723.0167.LDC2009T13,61b3a0af8f8633443b65,"But European environmental groups are critical of Amflora potatoes, saying they could release dangerous genes into the environment; approving Amflora would make ""a mockery of EU law ,"" said Marco Contiero, an expert on genetically modified organisms at Greenpeace in Brussels.","['But', 'European', 'environmental', 'groups', 'are', 'critical', 'of', 'Amflora', 'potatoes', ',', 'saying', 'they', 'could', 'release', 'dangerous', 'genes', 'into', 'the', 'environment', ';', 'approving', 'Amflora', 'would', 'make', '``', 'a', 'mockery', 'of', 'EU', 'law', ',', ""''"", 'said', 'Marco', 'Contiero', ',', 'an', 'expert', 'on', 'genetically', 'modified', 'organisms', 'at', 'Greenpeace', 'in', 'Brussels', '.']",33,34,45,45,,,,,
APW_ENG_20080817.0871.LDC2009T13,61b3a0af8f8a26a60c1d,"In the biggest celebrity union since California legalized same - sex marriage, DeGeneres , 50, and de Rossi , 35, wed Saturday night in an intimate ceremony at their Beverly Hills home, People and Us Magazine reported.","['In', 'the', 'biggest', 'celebrity', 'union', 'since', 'California', 'legalized', 'same', '-', 'sex', 'marriage', ',', 'DeGeneres', ',', '50', ',', 'and', 'de', 'Rossi', ',', '35', ',', 'wed', 'Saturday', 'night', 'in', 'an', 'intimate', 'ceremony', 'at', 'their', 'Beverly', 'Hills', 'home', ',', 'People', 'and', 'Us', 'Magazine', 'reported', '.']",13,13,32,33,,,,,
eng-WL-111-174637-12996193,61b3a0af8f3bf6c16b3c,"George Boyd provided the first Peterborough moment in the second half as he fired an ambitious shot at Lonergan's goal, on the slid, from a good thirty five yards, but the Preston goalkeeper was equal to the challenge diving low down to his left and collecting the ball before a Posh striker could get onto the rebound.","['George', 'Boyd', 'provided', 'the', 'first', 'Peterborough', 'moment', 'in', 'the', 'second', 'half', 'as', 'he', 'fired', 'an', 'ambitious', 'shot', 'at', 'Lonergan', ""'s"", 'goal', ',', 'on', 'the', 'slid', ',', 'from', 'a', 'good', 'thirty', 'five', 'yards', ',', 'but', 'the', 'Preston', 'goalkeeper', 'was', 'equal', 'to', 'the', 'challenge', 'diving', 'low', 'down', 'to', 'his', 'left', 'and', 'collecting', 'the', 'ball', 'before', 'a', 'Posh', 'striker', 'could', 'get', 'onto', 'the', 'rebound', '.']",0,1,5,5,,,,,
NYT_ENG_20070416.0208.LDC2009T13,61b3a0af8ff7992adae3,"And Perle takes an even more remote skip down memory lane to Los Angeles and his alma mater, Hollywood High, where the halls are lined with the names of famous students likeTuesday Weld, and where Perle says he first learned to distrust Hollywood liberals.","['And', 'Perle', 'takes', 'an', 'even', 'more', 'remote', 'skip', 'down', 'memory', 'lane', 'to', 'Los', 'Angeles', 'and', 'his', 'alma', 'mater', ',', 'Hollywood', 'High', ',', 'where', 'the', 'halls', 'are', 'lined', 'with', 'the', 'names', 'of', 'famous', 'students', 'likeTuesday', 'Weld', ',', 'and', 'where', 'Perle', 'says', 'he', 'first', 'learned', 'to', 'distrust', 'Hollywood', 'liberals', '.']",1,1,12,13,,,,,
APW_ENG_20080723.0032.LDC2009T13,61b3a0af8f041e4c94d2,"IN THE EVERGLADES, Florida - It's 7 a.m. in the marsh, and like some sort of cigar-chomping swamp cowboy, biologist Lindsey Hord is about to reach for something that could cost him a few fingers - or worse - if he's not careful.","['IN', 'THE', 'EVERGLADES', ',', 'Florida', '--', 'It', ""'s"", '7', 'a.m.', 'in', 'the', 'marsh', ',', 'and', 'like', 'some', 'sort', 'of', 'cigar-chomping', 'swamp', 'cowboy', ',', 'biologist', 'Lindsey', 'Hord', 'is', 'about', 'to', 'reach', 'for', 'something', 'that', 'could', 'cost', 'him', 'a', 'few', 'fingers', '--', 'or', 'worse', '--', 'if', 'he', ""'s"", 'not', 'careful', '.']",35,35,2,2,,,,,
APW_ENG_20080325.1025.LDC2009T13,61b3a0af8f2f43d261d8,"In Basra, Iraqi soldiers and police battled Mahdi fighters for control of key neighborhoods in Iraq's second-largest city , 550 kilometers (340 miles) southeast of Baghdad.","['In', 'Basra', ',', 'Iraqi', 'soldiers', 'and', 'police', 'battled', 'Mahdi', 'fighters', 'for', 'control', 'of', 'key', 'neighborhoods', 'in', 'Iraq', ""'s"", 'second-largest', 'city', ',', '550', 'kilometers', '-LRB-', '340', 'miles', '-RRB-', 'southeast', 'of', 'Baghdad', '.']",8,8,29,29,,,,,
APW_ENG_20070517.0302.LDC2009T13,61b3a0af8f4049836c7c,"King was a 1976 graduate of Smith College in Northampton, Massachusetts, where she majored in theater and Afro-American studies.","['King', 'was', 'a', '1976', 'graduate', 'of', 'Smith', 'College', 'in', 'Northampton', ',', 'Massachusetts', ',', 'where', 'she', 'majored', 'in', 'theater', 'and', 'Afro-American', 'studies', '.']",14,14,9,9,,,,,
APW_ENG_20070102.0714.LDC2009T13,61b3a0af8f3385bc9b5d,"JERUSALEM - Teddy Kollek, the legendary Jerusalem mayor who presided over the reunification of the city after the 1967 Mideast war and tried to balance the needs of its split Jewish and Arab populations, has died at the age of 95.","['JERUSALEM', '--', 'Teddy', 'Kollek', ',', 'the', 'legendary', 'Jerusalem', 'mayor', 'who', 'presided', 'over', 'the', 'reunification', 'of', 'the', 'city', 'after', 'the', '1967', 'Mideast', 'war', 'and', 'tried', 'to', 'balance', 'the', 'needs', 'of', 'its', 'split', 'Jewish', 'and', 'Arab', 'populations', ',', 'has', 'died', 'at', 'the', 'age', 'of', '95', '.']",2,3,7,7,,,,,
NYT_ENG_20070716.0044.LDC2009T13,61b3a0af8fc9ebb25f9a,"Daniel Castleman, chief of investigations for the Manhattan district attorney, Robert M. Morgenthau, described tower data as ""circumstantial but convincing.""","['Daniel', 'Castleman', ',', 'chief', 'of', 'investigations', 'for', 'the', 'Manhattan', 'district', 'attorney', ',', 'Robert', 'M.', 'Morgenthau', ',', 'described', 'tower', 'data', 'as', '``', 'circumstantial', 'but', 'convincing', '.', ""''""]",12,14,8,8,,,,,
eng-WL-11-174597-12964932,61b3a0af8fb1d1d9a68c,Apparently Jazzy - who has a b-friend - was dropped off in a limo at Simon's London mansion at midnight on Wednesday morning.,"['Apparently', 'Jazzy', '--', 'who', 'has', 'a', 'b-friend', '--', 'was', 'dropped', 'off', 'in', 'a', 'limo', 'at', 'Simon', ""'s"", 'London', 'mansion', 'at', 'midnight', 'on', 'Wednesday', 'morning', '.']",15,15,17,17,,,,,
eng-WL-11-174595-12968456,61b3a0af8fac7667399e,"Here are pics of Hayden Panettiere making her exit from her NYC hotel where she was staying over the weekend while she was in town for the Big Apple Comic Book, Toy, Art and Sci-Fi Expo at the Penn Plaza Pavillion.","['Here', 'are', 'pics', 'of', 'Hayden', 'Panettiere', 'making', 'her', 'exit', 'from', 'her', 'NYC', 'hotel', 'where', 'she', 'was', 'staying', 'over', 'the', 'weekend', 'while', 'she', 'was', 'in', 'town', 'for', 'the', 'Big', 'Apple', 'Comic', 'Book', ',', 'Toy', ',', 'Art', 'and', 'Sci-Fi', 'Expo', 'at', 'the', 'Penn', 'Plaza', 'Pavillion', '.']",7,7,11,11,,,,,
eng-NG-31-142091-9996771,61b3a0af8fb5742d5fc2,"Copyright 2008 The New York Times Company He was 75 and lived in Sag Harbor, NY.","['Copyright', '2008', 'The', 'New', 'York', 'Times', 'Company', 'He', 'was', '75', 'and', 'lived', 'in', 'Sag', 'Harbor', ',', 'NY', '.']",7,7,13,14,,,,,
